Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,day_of_differentiation
SRR11863587,RNA-Seq,75,331586925,PRJNA635600,SAMN15044475,129206668,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414570,GSM4572681,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572681,Single Dermal Fibroblast,SRP265084,
SRR11863588,RNA-Seq,75,243576525,PRJNA635600,SAMN15044474,91222430,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414571,GSM4572682,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572682,Single Dermal Fibroblast,SRP265084,
SRR11863589,RNA-Seq,75,235499325,PRJNA635600,SAMN15044473,89554242,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414572,GSM4572683,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572683,Single Dermal Fibroblast,SRP265084,
SRR11863590,RNA-Seq,75,177643800,PRJNA635600,SAMN15044538,66377234,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414573,GSM4572684,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572684,Single Dermal Fibroblast,SRP265084,
SRR11863591,RNA-Seq,75,249009750,PRJNA635600,SAMN15044537,95618871,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414574,GSM4572685,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572685,Single Dermal Fibroblast,SRP265084,
SRR11863592,RNA-Seq,75,110192025,PRJNA635600,SAMN15044536,41752809,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414575,GSM4572686,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572686,Single Dermal Fibroblast,SRP265084,
SRR11863593,RNA-Seq,75,96528675,PRJNA635600,SAMN15044535,34991287,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414576,GSM4572687,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572687,Single Dermal Fibroblast,SRP265084,
SRR11863594,RNA-Seq,75,177986325,PRJNA635600,SAMN15044534,67566155,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414577,GSM4572688,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572688,Single Dermal Fibroblast,SRP265084,
SRR11863595,RNA-Seq,75,162932550,PRJNA635600,SAMN15044533,60948947,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414578,GSM4572689,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572689,Single Dermal Fibroblast,SRP265084,
SRR11863596,RNA-Seq,75,381495825,PRJNA635600,SAMN15044532,142454041,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414579,GSM4572690,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:44:00Z,1,GSM4572690,Single Dermal Fibroblast,SRP265084,
SRR11863597,RNA-Seq,75,106888425,PRJNA635600,SAMN15044531,37991409,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414580,GSM4572691,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572691,Single Dermal Fibroblast,SRP265084,
SRR11863598,RNA-Seq,75,313934025,PRJNA635600,SAMN15044530,114455110,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414581,GSM4572692,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572692,Single Dermal Fibroblast,SRP265084,
SRR11863599,RNA-Seq,75,461478900,PRJNA635600,SAMN15044529,174814059,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414582,GSM4572693,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:44:00Z,1,GSM4572693,Single Dermal Fibroblast,SRP265084,
SRR11863600,RNA-Seq,75,120904800,PRJNA635600,SAMN15044528,45314043,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415057,GSM4572694,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572694,Single Dermal Fibroblast,SRP265084,
SRR11863601,RNA-Seq,75,376927200,PRJNA635600,SAMN15044527,141015145,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415058,GSM4572695,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:44:00Z,1,GSM4572695,Single Dermal Fibroblast,SRP265084,
SRR11863602,RNA-Seq,75,396949350,PRJNA635600,SAMN15044526,152862677,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415059,GSM4572696,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:44:00Z,1,GSM4572696,Single Dermal Fibroblast,SRP265084,
SRR11863603,RNA-Seq,75,422492625,PRJNA635600,SAMN15044525,160425860,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415060,GSM4572697,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:44:00Z,1,GSM4572697,Single Dermal Fibroblast,SRP265084,
SRR11863604,RNA-Seq,75,52034175,PRJNA635600,SAMN15044524,18468029,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415061,GSM4572698,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572698,Single Dermal Fibroblast,SRP265084,
SRR11863605,RNA-Seq,75,76538700,PRJNA635600,SAMN15044523,28413718,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415062,GSM4572699,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572699,Single Dermal Fibroblast,SRP265084,
SRR11863606,RNA-Seq,75,109811625,PRJNA635600,SAMN15044522,41948152,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415063,GSM4572700,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572700,Single Dermal Fibroblast,SRP265084,
SRR11863607,RNA-Seq,75,103899600,PRJNA635600,SAMN15044521,39267120,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415064,GSM4572701,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572701,Single Dermal Fibroblast,SRP265084,
SRR11863608,RNA-Seq,75,343315425,PRJNA635600,SAMN15044520,130869384,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415065,GSM4572702,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572702,Single Dermal Fibroblast,SRP265084,
SRR11863609,RNA-Seq,75,52984200,PRJNA635600,SAMN15044519,20148764,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415066,GSM4572703,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572703,Single Dermal Fibroblast,SRP265084,
SRR11863610,RNA-Seq,75,110116425,PRJNA635600,SAMN15044518,40282208,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415067,GSM4572704,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572704,Single Dermal Fibroblast,SRP265084,
SRR11863611,RNA-Seq,75,110878275,PRJNA635600,SAMN15044578,41924063,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415068,GSM4572705,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572705,Single Dermal Fibroblast,SRP265084,
SRR11863612,RNA-Seq,75,353577450,PRJNA635600,SAMN15044577,138249367,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415069,GSM4572706,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:44:00Z,1,GSM4572706,Single Dermal Fibroblast,SRP265084,
SRR11863613,RNA-Seq,75,88574775,PRJNA635600,SAMN15044576,32532713,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415070,GSM4572707,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572707,Single Dermal Fibroblast,SRP265084,
SRR11863614,RNA-Seq,75,108436725,PRJNA635600,SAMN15044575,39775165,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415071,GSM4572708,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572708,Single Dermal Fibroblast,SRP265084,
SRR11863615,RNA-Seq,75,214741425,PRJNA635600,SAMN15044574,80621719,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415072,GSM4572709,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572709,Single Dermal Fibroblast,SRP265084,
SRR11863616,RNA-Seq,75,179472975,PRJNA635600,SAMN15044573,67646177,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415489,GSM4572710,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572710,Single Dermal Fibroblast,SRP265084,
SRR11863617,RNA-Seq,75,117814800,PRJNA635600,SAMN15044572,44235487,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415490,GSM4572711,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572711,Single Dermal Fibroblast,SRP265084,
SRR11863618,RNA-Seq,75,252656850,PRJNA635600,SAMN15044470,94601632,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415491,GSM4572712,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572712,Single Dermal Fibroblast,SRP265084,
SRR11863619,RNA-Seq,75,235806000,PRJNA635600,SAMN15044469,85485628,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415492,GSM4572713,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572713,Single Dermal Fibroblast,SRP265084,
SRR11863620,RNA-Seq,75,135848550,PRJNA635600,SAMN15044468,50750617,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415493,GSM4572714,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572714,Single Dermal Fibroblast,SRP265084,
SRR11863621,RNA-Seq,75,202146675,PRJNA635600,SAMN15044467,75151552,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415494,GSM4572715,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572715,Single Dermal Fibroblast,SRP265084,
SRR11863622,RNA-Seq,75,261093300,PRJNA635600,SAMN15044571,98039239,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415495,GSM4572716,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572716,Single Dermal Fibroblast,SRP265084,
SRR11863623,RNA-Seq,75,40601850,PRJNA635600,SAMN15044570,15028059,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415496,GSM4572717,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572717,Single Dermal Fibroblast,SRP265084,
SRR11863624,RNA-Seq,75,148229250,PRJNA635600,SAMN15044472,52976208,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415497,GSM4572718,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572718,Single Dermal Fibroblast,SRP265084,
SRR11863625,RNA-Seq,75,111423900,PRJNA635600,SAMN15044471,41374109,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415498,GSM4572719,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572719,Single Dermal Fibroblast,SRP265084,
SRR11863626,RNA-Seq,75,62769150,PRJNA635600,SAMN15044466,24379926,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415499,GSM4572720,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572720,Single Dermal Fibroblast,SRP265084,
SRR11863627,RNA-Seq,75,63911400,PRJNA635600,SAMN15044465,23655614,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415500,GSM4572721,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572721,Single Dermal Fibroblast,SRP265084,
SRR11863628,RNA-Seq,75,272048100,PRJNA635600,SAMN15044464,101889150,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415501,GSM4572722,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572722,Single Dermal Fibroblast,SRP265084,
SRR11863629,RNA-Seq,75,271986450,PRJNA635600,SAMN15044463,99211671,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415502,GSM4572723,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572723,Single Dermal Fibroblast,SRP265084,
SRR11863630,RNA-Seq,75,157227525,PRJNA635600,SAMN15044462,57716205,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415503,GSM4572724,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572724,Single Dermal Fibroblast,SRP265084,
SRR11863631,RNA-Seq,75,314846325,PRJNA635600,SAMN15044461,122961405,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415504,GSM4572725,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572725,Single Dermal Fibroblast,SRP265084,
SRR11863632,RNA-Seq,75,234182025,PRJNA635600,SAMN15044460,87751749,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415889,GSM4572726,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572726,Single Dermal Fibroblast,SRP265084,
SRR11863633,RNA-Seq,75,125323125,PRJNA635600,SAMN15044459,46577047,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415890,GSM4572727,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572727,Single Dermal Fibroblast,SRP265084,
SRR11863634,RNA-Seq,75,138971100,PRJNA635600,SAMN15044458,51142502,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415891,GSM4572728,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572728,Single Dermal Fibroblast,SRP265084,
SRR11863635,RNA-Seq,75,115388325,PRJNA635600,SAMN15044457,42321193,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415892,GSM4572729,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572729,Single Dermal Fibroblast,SRP265084,
SRR11863636,RNA-Seq,75,124888125,PRJNA635600,SAMN15044456,46546328,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415893,GSM4572730,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572730,Single Dermal Fibroblast,SRP265084,
SRR11863637,RNA-Seq,75,201809925,PRJNA635600,SAMN15044569,73386636,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415894,GSM4572731,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572731,Single Dermal Fibroblast,SRP265084,
SRR11863638,RNA-Seq,75,154345200,PRJNA635600,SAMN15044568,54432873,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415895,GSM4572732,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572732,Single Dermal Fibroblast,SRP265084,
SRR11863639,RNA-Seq,75,286508850,PRJNA635600,SAMN15044567,107089486,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415896,GSM4572733,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572733,Single Dermal Fibroblast,SRP265084,
SRR11863640,RNA-Seq,75,259113300,PRJNA635600,SAMN15044566,96522270,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415897,GSM4572734,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572734,Single Dermal Fibroblast,SRP265084,
SRR11863641,RNA-Seq,75,192924675,PRJNA635600,SAMN15044565,71572068,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415898,GSM4572735,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572735,Single Dermal Fibroblast,SRP265084,
SRR11863642,RNA-Seq,75,135413775,PRJNA635600,SAMN15044770,50357586,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415899,GSM4572736,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572736,Single Dermal Fibroblast,SRP265084,
SRR11863643,RNA-Seq,75,57089400,PRJNA635600,SAMN15044769,21666715,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415900,GSM4572737,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572737,Single Dermal Fibroblast,SRP265084,
SRR11863644,RNA-Seq,75,389318175,PRJNA635600,SAMN15044768,143989693,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415901,GSM4572738,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:44:00Z,1,GSM4572738,Single Dermal Fibroblast,SRP265084,
SRR11863645,RNA-Seq,75,157583250,PRJNA635600,SAMN15044767,57870334,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415902,GSM4572739,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572739,Single Dermal Fibroblast,SRP265084,
SRR11863646,RNA-Seq,75,140331225,PRJNA635600,SAMN15044766,51327722,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415903,GSM4572740,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572740,Single Dermal Fibroblast,SRP265084,
